Period;Municipality;Neighbourhood;Sampling plot;Coordinates (Latitude);Coordinates (Longitude);Habitat type;Species;;;;;;;
Dry period;Aracaju;Santa Maria;Parcela 2;"10°58'28.0""S";"37°06'16.5""W";Quintal;Sarasinula linguaeformis;;;;;;;
Dry period;Aracaju;Jardins;Parcela 1;"10°56'55.9""S";"37°03'15.1""W";Parque Urbano;Subulina octona;;;;;;;
Dry period;Aracaju;Jardins;Parcela 1;"10°56'55.9""S";"37°03'15.1""W";Parque Urbano;Subulina octona;;;;;;;
Dry period;Aracaju;Jardins;Parcela 1;"10°56'55.9""S";"37°03'15.1""W";Parque Urbano;Subulina octona;;;;;;;
Dry period;Aracaju;Jardins;Parcela 1;"10°56'55.9""S";"37°03'15.1""W";Parque Urbano;Subulina octona;;;;;;;
Dry period;Aracaju;Jardins;Parcela 1;"10°56'55.9""S";"37°03'15.1""W";Parque Urbano;Subulina octona;;;;;;;
Dry period;Aracaju;Jardins;Parcela 1;"10°56'55.9""S";"37°03'15.1""W";Parque Urbano;Subulina octona;;;;;;;
Dry period;Aracaju;Jardins;Parcela 1;"10°56'55.9""S";"37°03'15.1""W";Parque Urbano;Subulina octona;;;;;;;
Dry period;Aracaju;Santa Maria;Parcela 2;"10°58'28.0""S";"37°06'16.5""W";Quintal;Subulina octona;;;;;;;
Dry period;Aracaju;Santa Maria;Parcela 2;"10°58'28.0""S";"37°06'16.5""W";Quintal;Subulina octona;;;;;;;
Dry period;Aracaju;Santa Maria;Parcela 2;"10°58'28.0""S";"37°06'16.5""W";Quintal;Subulina octona;;;;;;;
Dry period;Aracaju;Santa Maria;Parcela 2;"10°58'28.0""S";"37°06'16.5""W";Quintal;Subulina octona;;;;;;;
Dry period;Aracaju;Santa Maria;Parcela 2;"10°58'28.0""S";"37°06'16.5""W";Quintal;Subulina octona;;;;;;;
Dry period;Aracaju;Santa Maria;Parcela 2;"10°58'28.0""S";"37°06'16.5""W";Quintal;Subulina octona;;;;;;;
Dry period;Aracaju;Santa Maria;Parcela 2;"10°58'28.0""S";"37°06'16.5""W";Quintal;Subulina octona;;;;;;;
Dry period;Aracaju;Santa Maria;Parcela 2;"10°58'28.0""S";"37°06'16.5""W";Quintal;Subulina octona;;;;;;;
Dry period;Aracaju;Santa Maria;Parcela 2;"10°58'28.0""S";"37°06'16.5""W";Quintal;Subulina octona;;;;;;;
Dry period;Aracaju;Santa Maria;Parcela 2;"10°58'28.0""S";"37°06'16.5""W";Quintal;Subulina octona;;;;;;;
Dry period;Aracaju;Santa Maria;Parcela 2;"10°58'28.0""S";"37°06'16.5""W";Quintal;Subulina octona;;;;;;;
Dry period;Aracaju;Santa Maria;Parcela 2;"10°58'28.0""S";"37°06'16.5""W";Quintal;Subulina octona;;;;;;;
Dry period;Aracaju;Santa Maria;Parcela 2;"10°58'28.0""S";"37°06'16.5""W";Quintal;Subulina octona;;;;;;;
Dry period;Aracaju;Santa Maria;Parcela 2;"10°58'28.0""S";"37°06'16.5""W";Quintal;Subulina octona;;;;;;;
Dry period;Aracaju;Santa Maria;Parcela 2;"10°58'28.0""S";"37°06'16.5""W";Quintal;Subulina octona;;;;;;;
Dry period;Aracaju;Santa Maria;Parcela 2;"10°58'28.0""S";"37°06'16.5""W";Quintal;Subulina octona;;;;;;;
Dry period;Aracaju;Santa Maria;Parcela 2;"10°58'28.0""S";"37°06'16.5""W";Quintal;Subulina octona;;;;;;;
Dry period;Aracaju;Santa Maria;Parcela 2;"10°58'28.0""S";"37°06'16.5""W";Quintal;Subulina octona;;;;;;;
Dry period;Aracaju;Santa Maria;Parcela 2;"10°58'28.0""S";"37°06'16.5""W";Quintal;Subulina octona;;;;;;;
Dry period;Aracaju;Santa Maria;Parcela 2;"10°58'28.0""S";"37°06'16.5""W";Quintal;Subulina octona;;;;;;;
Dry period;Aracaju;Santa Maria;Parcela 2;"10°58'28.0""S";"37°06'16.5""W";Quintal;Subulina octona;;;;;;;
Dry period;Aracaju;Santa Maria;Parcela 2;"10°58'28.0""S";"37°06'16.5""W";Quintal;Subulina octona;;;;;;;
Dry period;Aracaju;Santa Maria;Parcela 2;"10°58'28.0""S";"37°06'16.5""W";Quintal;Subulina octona;;;;;;;
Dry period;Aracaju;Santa Maria;Parcela 2;"10°58'28.0""S";"37°06'16.5""W";Quintal;Subulina octona;;;;;;;
Dry period;Aracaju;Santa Maria;Parcela 2;"10°58'28.0""S";"37°06'16.5""W";Quintal;Subulina octona;;;;;;;
Dry period;Aracaju;Santa Maria;Parcela 2;"10°58'28.0""S";"37°06'16.5""W";Quintal;Subulina octona;;;;;;;
Dry period;Aracaju;Santa Maria;Parcela 2;"10°58'28.0""S";"37°06'16.5""W";Quintal;Subulina octona;;;;;;;
Dry period;Aracaju;Santa Maria;Parcela 2;"10°58'28.0""S";"37°06'16.5""W";Quintal;Subulina octona;;;;;;;
Dry period;Aracaju;Santa Maria;Parcela 2;"10°58'28.0""S";"37°06'16.5""W";Quintal;Subulina octona;;;;;;;
Dry period;Aracaju;Santa Maria;Parcela 2;"10°58'28.0""S";"37°06'16.5""W";Quintal;Subulina octona;;;;;;;
Dry period;Aracaju;Santa Maria;Parcela 2;"10°58'28.0""S";"37°06'16.5""W";Quintal;Subulina octona;;;;;;;
Dry period;Aracaju;Santa Maria;Parcela 2;"10°58'28.0""S";"37°06'16.5""W";Quintal;Subulina octona;;;;;;;
Dry period;Aracaju;Santa Maria;Parcela 2;"10°58'28.0""S";"37°06'16.5""W";Quintal;Subulina octona;;;;;;;
Dry period;Aracaju;Santa Maria;Parcela 2;"10°58'28.0""S";"37°06'16.5""W";Quintal;Subulina octona;;;;;;;
Dry period;Aracaju;Santa Maria;Parcela 2;"10°58'28.0""S";"37°06'16.5""W";Quintal;Subulina octona;;;;;;;
Dry period;Aracaju;Santa Maria;Parcela 2;"10°58'28.0""S";"37°06'16.5""W";Quintal;Subulina octona;;;;;;;
Dry period;Aracaju;Santa Maria;Parcela 2;"10°58'28.0""S";"37°06'16.5""W";Quintal;Subulina octona;;;;;;;
Dry period;Aracaju;Santa Maria;Parcela 2;"10°58'28.0""S";"37°06'16.5""W";Quintal;Subulina octona;;;;;;;
Dry period;Aracaju;Santa Maria;Parcela 2;"10°58'28.0""S";"37°06'16.5""W";Quintal;Subulina octona;;;;;;;
Dry period;Aracaju;Santa Maria;Parcela 2;"10°58'28.0""S";"37°06'16.5""W";Quintal;Subulina octona;;;;;;;
Dry period;Aracaju;Santa Maria;Parcela 2;"10°58'28.0""S";"37°06'16.5""W";Quintal;Subulina octona;;;;;;;
Dry period;Aracaju;Santa Maria;Parcela 2;"10°58'28.0""S";"37°06'16.5""W";Quintal;Subulina octona;;;;;;;
Dry period;Aracaju;Santa Maria;Parcela 2;"10°58'28.0""S";"37°06'16.5""W";Quintal;Subulina octona;;;;;;;
Dry period;Aracaju;Santa Maria;Parcela 2;"10°58'28.0""S";"37°06'16.5""W";Quintal;Subulina octona;;;;;;;
Dry period;Aracaju;Santa Maria;Parcela 2;"10°58'28.0""S";"37°06'16.5""W";Quintal;Subulina octona;;;;;;;
Dry period;Aracaju;Santa Maria;Parcela 2;"10°58'28.0""S";"37°06'16.5""W";Quintal;Subulina octona;;;;;;;
Dry period;Aracaju;Santa Maria;Parcela 2;"10°58'28.0""S";"37°06'16.5""W";Quintal;Subulina octona;;;;;;;
Dry period;Aracaju;Santa Maria;Parcela 2;"10°58'28.0""S";"37°06'16.5""W";Quintal;Subulina octona;;;;;;;
Dry period;Aracaju;Santa Maria;Parcela 2;"10°58'28.0""S";"37°06'16.5""W";Quintal;Subulina octona;;;;;;;
Dry period;Aracaju;Santa Maria;Parcela 2;"10°58'28.0""S";"37°06'16.5""W";Quintal;Subulina octona;;;;;;;
Dry period;Aracaju;Santa Maria;Parcela 2;"10°58'28.0""S";"37°06'16.5""W";Quintal;Subulina octona;;;;;;;
Dry period;Aracaju;Santa Maria;Parcela 2;"10°58'28.0""S";"37°06'16.5""W";Quintal;Subulina octona;;;;;;;
Dry period;Aracaju;Santa Maria;Parcela 2;"10°58'28.0""S";"37°06'16.5""W";Quintal;Subulina octona;;;;;;;
Dry period;Aracaju;Santa Maria;Parcela 2;"10°58'28.0""S";"37°06'16.5""W";Quintal;Subulina octona;;;;;;;
Dry period;Aracaju;Santa Maria;Parcela 2;"10°58'28.0""S";"37°06'16.5""W";Quintal;Subulina octona;;;;;;;
Dry period;Aracaju;Santa Maria;Parcela 2;"10°58'28.0""S";"37°06'16.5""W";Quintal;Subulina octona;;;;;;;
Dry period;Aracaju;Santa Maria;Parcela 2;"10°58'28.0""S";"37°06'16.5""W";Quintal;Subulina octona;;;;;;;
Dry period;Aracaju;Santa Maria;Parcela 2;"10°58'28.0""S";"37°06'16.5""W";Quintal;Subulina octona;;;;;;;
Dry period;Aracaju;Santa Maria;Parcela 2;"10°58'28.0""S";"37°06'16.5""W";Quintal;Subulina octona;;;;;;;
Dry period;Aracaju;Santa Maria;Parcela 2;"10°58'28.0""S";"37°06'16.5""W";Quintal;Subulina octona;;;;;;;
Dry period;Aracaju;Santa Maria;Parcela 2;"10°58'28.0""S";"37°06'16.5""W";Quintal;Subulina octona;;;;;;;
Dry period;Aracaju;Santa Maria;Parcela 2;"10°58'28.0""S";"37°06'16.5""W";Quintal;Subulina octona;;;;;;;
Dry period;Aracaju;Santa Maria;Parcela 2;"10°58'28.0""S";"37°06'16.5""W";Quintal;Subulina octona;;;;;;;
Dry period;Aracaju;Santa Maria;Parcela 2;"10°58'28.0""S";"37°06'16.5""W";Quintal;Subulina octona;;;;;;;
Dry period;Aracaju;Santa Maria;Parcela 2;"10°58'28.0""S";"37°06'16.5""W";Quintal;Subulina octona;;;;;;;
Dry period;Aracaju;Santa Maria;Parcela 2;"10°58'28.0""S";"37°06'16.5""W";Quintal;Subulina octona;;;;;;;
Dry period;Aracaju;Santa Maria;Parcela 2;"10°58'28.0""S";"37°06'16.5""W";Quintal;Subulina octona;;;;;;;
Dry period;Aracaju;Santa Maria;Parcela 2;"10°58'28.0""S";"37°06'16.5""W";Quintal;Achatina fulica;;;;;;;
Dry period;Aracaju;Santa Maria;Parcela 2;"10°58'28.0""S";"37°06'16.5""W";Quintal;Achatina fulica;;;;;;;
Dry period;Aracaju;Santa Maria;Parcela 2;"10°58'28.0""S";"37°06'16.5""W";Quintal;Achatina fulica;;;;;;;
Dry period;Aracaju;Santa Maria;Parcela 2;"10°58'28.0""S";"37°06'16.5""W";Quintal;Achatina fulica;;;;;;;
Dry period;Aracaju;Santa Maria;Parcela 2;"10°58'28.0""S";"37°06'16.5""W";Quintal;Achatina fulica;;;;;;;
Dry period;Aracaju;Santa Maria;Parcela 2;"10°58'28.0""S";"37°06'16.5""W";Quintal;Achatina fulica;;;;;;;
Dry period;Aracaju;Santa Maria;Parcela 2;"10°58'28.0""S";"37°06'16.5""W";Quintal;Achatina fulica;;;;;;;
Dry period;Aracaju;Santa Maria;Parcela 2;"10°58'28.0""S";"37°06'16.5""W";Quintal;Achatina fulica;;;;;;;
Dry period;Aracaju;Santa Maria;Parcela 2;"10°58'28.0""S";"37°06'16.5""W";Quintal;Achatina fulica;;;;;;;
Dry period;Aracaju;Santa Maria;Parcela 2;"10°58'28.0""S";"37°06'16.5""W";Quintal;Achatina fulica;;;;;;;
Dry period;Aracaju;Santa Maria;Parcela 2;"10°58'28.0""S";"37°06'16.5""W";Quintal;Achatina fulica;;;;;;;
Dry period;Aracaju;Santa Maria;Parcela 2;"10°58'28.0""S";"37°06'16.5""W";Quintal;Achatina fulica;;;;;;;
Dry period;Aracaju;Santa Maria;Parcela 2;"10°58'28.0""S";"37°06'16.5""W";Quintal;Achatina fulica;;;;;;;
Dry period;Aracaju;Santa Maria;Parcela 2;"10°58'28.0""S";"37°06'16.5""W";Quintal;Achatina fulica;;;;;;;
Dry period;Aracaju;Santa Maria;Parcela 2;"10°58'28.0""S";"37°06'16.5""W";Quintal;Achatina fulica;;;;;;;
Dry period;Aracaju;Santa Maria;Parcela 2;"10°58'28.0""S";"37°06'16.5""W";Quintal;Achatina fulica;;;;;;;
Dry period;Aracaju;Santa Maria;Parcela 2;"10°58'28.0""S";"37°06'16.5""W";Quintal;Achatina fulica;;;;;;;
Dry period;Aracaju;Santa Maria;Parcela 2;"10°58'28.0""S";"37°06'16.5""W";Quintal;Achatina fulica;;;;;;;
Dry period;Aracaju;Santa Maria;Parcela 2;"10°58'28.0""S";"37°06'16.5""W";Quintal;Achatina fulica;;;;;;;
Dry period;Aracaju;Santa Maria;Parcela 2;"10°58'28.0""S";"37°06'16.5""W";Quintal;Achatina fulica;;;;;;;
Dry period;Aracaju;Santa Maria;Parcela 2;"10°58'28.0""S";"37°06'16.5""W";Quintal;Achatina fulica;;;;;;;
Dry period;Aracaju;Santa Maria;Parcela 2;"10°58'28.0""S";"37°06'16.5""W";Quintal;Achatina fulica;;;;;;;
Dry period;Aracaju;Santa Maria;Parcela 2;"10°58'28.0""S";"37°06'16.5""W";Quintal;Achatina fulica;;;;;;;
Dry period;Aracaju;Santa Maria;Parcela 2;"10°58'28.0""S";"37°06'16.5""W";Quintal;Achatina fulica;;;;;;;
Dry period;Aracaju;Santa Maria;Parcela 2;"10°58'28.0""S";"37°06'16.5""W";Quintal;Achatina fulica;;;;;;;
Dry period;Aracaju;Santa Maria;Parcela 2;"10°58'28.0""S";"37°06'16.5""W";Quintal;Achatina fulica;;;;;;;
Dry period;Aracaju;Santa Maria;Parcela 2;"10°58'28.0""S";"37°06'16.5""W";Quintal;Achatina fulica;;;;;;;
Dry period;Aracaju;Santa Maria;Parcela 2;"10°58'28.0""S";"37°06'16.5""W";Quintal;Achatina fulica;;;;;;;
Dry period;Aracaju;Santa Maria;Parcela 2;"10°58'28.0""S";"37°06'16.5""W";Quintal;Achatina fulica;;;;;;;
Dry period;Aracaju;Santa Maria;Parcela 2;"10°58'28.0""S";"37°06'16.5""W";Quintal;Achatina fulica;;;;;;;
Dry period;Aracaju;Santa Maria;Parcela 2;"10°58'28.0""S";"37°06'16.5""W";Quintal;Achatina fulica;;;;;;;
Dry period;Aracaju;Santa Maria;Parcela 2;"10°58'28.0""S";"37°06'16.5""W";Quintal;Achatina fulica;;;;;;;
Dry period;Aracaju;Santa Maria;Parcela 2;"10°58'28.0""S";"37°06'16.5""W";Quintal;Achatina fulica;;;;;;;
Dry period;Aracaju;Santa Maria;Parcela 2;"10°58'28.0""S";"37°06'16.5""W";Quintal;Achatina fulica;;;;;;;
Dry period;Aracaju;Santa Maria;Parcela 2;"10°58'28.0""S";"37°06'16.5""W";Quintal;Achatina fulica;;;;;;;
Dry period;Aracaju;Santa Maria;Parcela 2;"10°58'28.0""S";"37°06'16.5""W";Quintal;Achatina fulica;;;;;;;
Dry period;Aracaju;Santa Maria;Parcela 2;"10°58'28.0""S";"37°06'16.5""W";Quintal;Achatina fulica;;;;;;;
Dry period;Aracaju;Santa Maria;Parcela 2;"10°58'28.0""S";"37°06'16.5""W";Quintal;Achatina fulica;;;;;;;
Dry period;Aracaju;Santa Maria;Parcela 2;"10°58'28.0""S";"37°06'16.5""W";Quintal;Achatina fulica;;;;;;;
Dry period;Aracaju;Santa Maria;Parcela 2;"10°58'28.0""S";"37°06'16.5""W";Quintal;Achatina fulica;;;;;;;
Dry period;Aracaju;Santa Maria;Parcela 2;"10°58'28.0""S";"37°06'16.5""W";Quintal;Achatina fulica;;;;;;;
Dry period;Aracaju;Santa Maria;Parcela 2;"10°58'28.0""S";"37°06'16.5""W";Quintal;Achatina fulica;;;;;;;
Dry period;Aracaju;Jardins;Parcela 1;"10°56'55.9""S";"37°03'15.1""W";Parque Urbano;Bulimulus tenuissimus;;;;;;;
Dry period;Aracaju;Jardins;Parcela 1;"10°56'55.9""S";"37°03'15.1""W";Parque Urbano;Bulimulus tenuissimus;;;;;;;
Dry period;Aracaju;Jardins;Parcela 1;"10°56'55.9""S";"37°03'15.1""W";Parque Urbano;Bulimulus tenuissimus;;;;;;;
Dry period;Aracaju;Atalaia;Parcela 1;"10°59'39.2""S";"37°03'35.1""W";Terreno baldio;Cyclodontina fasciata;;;;;;;
Dry period;Aracaju;Atalaia;Parcela 1;"10°59'39.2""S";"37°03'35.1""W";Terreno baldio;Cyclodontina fasciata;;;;;;;
Dry period;Aracaju;Atalaia;Parcela 1;"10°59'39.2""S";"37°03'35.1""W";Terreno baldio;Cyclodontina fasciata;;;;;;;
Dry period;Aracaju;Atalaia;Parcela 1;"10°59'39.2""S";"37°03'35.1""W";Terreno baldio;Cyclodontina fasciata;;;;;;;
Dry period;Aracaju;Atalaia;Parcela 1;"10°59'39.2""S";"37°03'35.1""W";Terreno baldio;Cyclodontina fasciata;;;;;;;
Dry period;Aracaju;Atalaia;Parcela 1;"10°59'39.2""S";"37°03'35.1""W";Terreno baldio;Cyclodontina fasciata;;;;;;;
Dry period;Aracaju;Santa Maria;Parcela 2;"10°58'28.0""S";"37°06'16.5""W";Quintal;Sarasinula linguaeformis;;;;;;;
Dry period;Aracaju;Jardins;Parcela 1;"10°56'55.9""S";"37°03'15.1""W";Parque Urbano;Subulina octona;;;;;;;
Dry period;Aracaju;Jardins;Parcela 1;"10°56'55.9""S";"37°03'15.1""W";Parque Urbano;Subulina octona;;;;;;;
Dry period;Aracaju;Jardins;Parcela 1;"10°56'55.9""S";"37°03'15.1""W";Parque Urbano;Subulina octona;;;;;;;
Dry period;Aracaju;Jardins;Parcela 1;"10°56'55.9""S";"37°03'15.1""W";Parque Urbano;Subulina octona;;;;;;;
Dry period;Aracaju;Santa Maria;Parcela 2;"10°58'28.0""S";"37°06'16.5""W";Quintal;Omalonyx sp.;;;;;;;
Dry period;Aracaju;Santa Maria;Parcela 2;"10°58'28.0""S";"37°06'16.5""W";Quintal;Omalonyx sp.;;;;;;;
Dry period;Aracaju;Santa Maria;Parcela 2;"10°58'28.0""S";"37°06'16.5""W";Quintal;Allopeas gracile;;;;;;;
Dry period;Aracaju;Santa Maria;Parcela 2;"10°58'28.0""S";"37°06'16.5""W";Quintal;Allopeas gracile;;;;;;;
Dry period;Aracaju;Santa Maria;Parcela 2;"10°58'28.0""S";"37°06'16.5""W";Quintal;Allopeas gracile;;;;;;;
Dry period;Aracaju;Santa Maria;Parcela 2;"10°58'28.0""S";"37°06'16.5""W";Quintal;Allopeas gracile;;;;;;;
Dry period;Aracaju;Santa Maria;Parcela 2;"10°58'28.0""S";"37°06'16.5""W";Quintal;Streptartemon cookeanus;;;;;;;
Dry period;Aracaju;Farolândia;Parcela 1;"10°57'58.6""S";"37°03'54.4""W";Terreno baldio;Achatina fulica;;;;;;;
Dry period;Aracaju;Farolândia;Parcela 1;"10°57'58.6""S";"37°03'54.4""W";Terreno baldio;Achatina fulica;;;;;;;
Dry period;Aracaju;Farolândia;Parcela 1;"10°57'58.6""S";"37°03'54.4""W";Terreno baldio;Achatina fulica;;;;;;;
Rainy period ;Aracaju;Atalaia;Parcela 2;"10°59'36.0""S";"37°03'43.9""W";Terreno baldio;Sarasinula linguaeformis;;;;;;;
Rainy period ;Aracaju;Atalaia;Parcela 2;"10°59'36.0""S";"37°03'43.9""W";Terreno baldio;Sarasinula linguaeformis;;;;;;;
Rainy period ;Aracaju;Atalaia;Parcela 2;"10°59'36.0""S";"37°03'43.9""W";Terreno baldio;Sarasinula linguaeformis;;;;;;;
Rainy period ;Aracaju;Atalaia;Parcela 2;"10°59'36.0""S";"37°03'43.9""W";Terreno baldio;Sarasinula linguaeformis;;;;;;;
Rainy period ;Aracaju;Atalaia;Parcela 2;"10°59'36.0""S";"37°03'43.9""W";Terreno baldio;Sarasinula linguaeformis;;;;;;;
Rainy period ;Aracaju;Atalaia;Parcela 2;"10°59'36.0""S";"37°03'43.9""W";Terreno baldio;Sarasinula linguaeformis;;;;;;;
Rainy period ;Aracaju;Atalaia;Parcela 2;"10°59'36.0""S";"37°03'43.9""W";Terreno baldio;Sarasinula linguaeformis;;;;;;;
Rainy period ;Aracaju;Atalaia;Parcela 2;"10°59'36.0""S";"37°03'43.9""W";Terreno baldio;Sarasinula linguaeformis;;;;;;;
Rainy period ;Aracaju;Atalaia;Parcela 2;"10°59'36.0""S";"37°03'43.9""W";Terreno baldio;Sarasinula linguaeformis;;;;;;;
Rainy period ;Aracaju;Atalaia;Parcela 2;"10°59'36.0""S";"37°03'43.9""W";Terreno baldio;Sarasinula linguaeformis;;;;;;;
Rainy period ;Aracaju;Santa Maria;Parcela 2;"10°58'28.0""S";"37°06'16.5""W";Quintal;Sarasinula linguaeformis;;;;;;;
Rainy period ;Aracaju;Santa Maria;Parcela 2;"10°58'28.0""S";"37°06'16.5""W";Quintal;Sarasinula linguaeformis;;;;;;;
Rainy period ;Aracaju;Santa Maria;Parcela 2;"10°58'28.0""S";"37°06'16.5""W";Quintal;Sarasinula linguaeformis;;;;;;;
Rainy period ;Aracaju;Santa Maria;Parcela 2;"10°58'28.0""S";"37°06'16.5""W";Quintal;Sarasinula linguaeformis;;;;;;;
Rainy period ;Aracaju;Santa Maria;Parcela 2;"10°58'28.0""S";"37°06'16.5""W";Quintal;Sarasinula linguaeformis;;;;;;;
Rainy period ;Aracaju;Santa Maria;Parcela 2;"10°58'28.0""S";"37°06'16.5""W";Quintal;Sarasinula linguaeformis;;;;;;;
Rainy period ;Aracaju;Santa Maria;Parcela 2;"10°58'28.0""S";"37°06'16.5""W";Quintal;Sarasinula linguaeformis;;;;;;;
Rainy period ;Aracaju;Santa Maria;Parcela 2;"10°58'28.0""S";"37°06'16.5""W";Quintal;Sarasinula linguaeformis;;;;;;;
Rainy period ;Aracaju;Santa Maria;Parcela 2;"10°58'28.0""S";"37°06'16.5""W";Quintal;Sarasinula linguaeformis;;;;;;;
Rainy period ;Aracaju;Santa Maria;Parcela 2;"10°58'28.0""S";"37°06'16.5""W";Quintal;Sarasinula linguaeformis;;;;;;;
Rainy period ;Aracaju;Santa Maria;Parcela 2;"10°58'28.0""S";"37°06'16.5""W";Quintal;Sarasinula linguaeformis;;;;;;;
Rainy period ;Aracaju;Santa Maria;Parcela 2;"10°58'28.0""S";"37°06'16.5""W";Quintal;Sarasinula linguaeformis;;;;;;;
Rainy period ;Aracaju;Santa Maria;Parcela 2;"10°58'28.0""S";"37°06'16.5""W";Quintal;Sarasinula linguaeformis;;;;;;;
Rainy period ;Aracaju;Santa Maria;Parcela 2;"10°58'28.0""S";"37°06'16.5""W";Quintal;Sarasinula linguaeformis;;;;;;;
Rainy period ;Aracaju;Santa Maria;Parcela 2;"10°58'28.0""S";"37°06'16.5""W";Quintal;Sarasinula linguaeformis;;;;;;;
Rainy period ;Aracaju;Santa Maria;Parcela 2;"10°58'28.0""S";"37°06'16.5""W";Quintal;Sarasinula linguaeformis;;;;;;;
Rainy period ;Aracaju;Jardins;Parcela 2;"10°56'46.7""S";"37°03'41.7""W";Terreno baldio;Sarasinula linguaeformis;;;;;;;
Rainy period ;Aracaju;Jardins;Parcela 2;"10°56'46.7""S";"37°03'41.7""W";Terreno baldio;Sarasinula linguaeformis;;;;;;;
Rainy period ;Aracaju;Jardins;Parcela 2;"10°56'46.7""S";"37°03'41.7""W";Terreno baldio;Sarasinula linguaeformis;;;;;;;
Rainy period ;Aracaju;Jardins;Parcela 2;"10°56'46.7""S";"37°03'41.7""W";Terreno baldio;Sarasinula linguaeformis;;;;;;;
Rainy period ;Aracaju;Jardins;Parcela 2;"10°56'46.7""S";"37°03'41.7""W";Terreno baldio;Sarasinula linguaeformis;;;;;;;
Rainy period ;Aracaju;Atalaia;Parcela 2;"10°59'36.0""S";"37°03'43.9""W";Terreno baldio;Sarasinula plebeia;;;;;;;
Rainy period ;Aracaju;Atalaia;Parcela 2;"10°59'36.0""S";"37°03'43.9""W";Terreno baldio;Sarasinula plebeia;;;;;;;
Rainy period ;Aracaju;Atalaia;Parcela 2;"10°59'36.0""S";"37°03'43.9""W";Terreno baldio;Sarasinula plebeia;;;;;;;
Rainy period ;Aracaju;Atalaia;Parcela 2;"10°59'36.0""S";"37°03'43.9""W";Terreno baldio;Sarasinula plebeia;;;;;;;
Rainy period ;Aracaju;Atalaia;Parcela 2;"10°59'36.0""S";"37°03'43.9""W";Terreno baldio;Sarasinula plebeia;;;;;;;
Rainy period ;Aracaju;Atalaia;Parcela 2;"10°59'36.0""S";"37°03'43.9""W";Terreno baldio;Sarasinula plebeia;;;;;;;
Rainy period ;Aracaju;Atalaia;Parcela 2;"10°59'36.0""S";"37°03'43.9""W";Terreno baldio;Sarasinula plebeia;;;;;;;
